Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
Permatorque,"Lizard Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/114045783/permatorque,3.1,-1,Sport,5.12c,1,,34.3588,-85.67018
Lithium,"The Crazy House > Tourist Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/114352130/lithium,3.2,-1,Sport,5.12a,1,,34.36424,-85.65413
Spellbound,"Toomsuba > Little River Canyon > Alabama",https://www.mountainproject.com/route/116575825/spellbound,3.3,-1,Sport,5.12+,1,45,34.36498,-85.66092
Tusk,"Jungle Gym/Grey Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/112786298/tusk,3.3,-1,Sport,5.12b,1,,34.36605,-85.66144
Escapee,"The Crazy House > Tourist Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/113878088/escapee,3.3,-1,Sport,5.12b,1,60,34.36424,-85.65413
"Out of Africa","Jungle Gym/Grey Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/112786042/out-of-africa,2.8,-1,Sport,5.11c,1,,34.36605,-85.66144
Boy,"Jungle Gym/Grey Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/112813410/boy,2.9,-1,Sport,5.12b,1,,34.36605,-85.66144
"Dark Star","Lizard Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/112844651/dark-star,2.9,-1,Sport,5.12b,1,,34.3588,-85.67018
Dogtown,"Unshackled > Little River Canyon > Alabama",https://www.mountainproject.com/route/115419030/dogtown,2.6,-1,Sport,5.10a,1,40,34.32235,-85.67426
"Buster Brown","Jungle Gym/Grey Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/112786129/buster-brown,2.3,-1,Sport,5.11b,1,,34.36605,-85.66144
"Exploding Boy","Unshackled > Little River Canyon > Alabama",https://www.mountainproject.com/route/115461992/exploding-boy,2.8,-1,Sport,5.11b,1,,34.32235,-85.67426
"Maurice Corner","Lizard Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/114335213/maurice-corner,2.8,-1,Sport,5.12a,1,70,34.3588,-85.67018
"Estrella Oscura","Lizard Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/113431729/estrella-oscura,2.8,-1,Sport,5.12b,1,70,34.3588,-85.67018
Allthea,"Lizard Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/112844549/allthea,2.5,-1,Sport,5.11d,1,,34.3588,-85.67018
Vogue,"Toomsuba > Little River Canyon > Alabama",https://www.mountainproject.com/route/112819453/vogue,2.3,-1,Sport,5.10a,1,,34.36498,-85.66092
Shepatitis,"Unshackled > Little River Canyon > Alabama",https://www.mountainproject.com/route/118783637/shepatitis,3.0,-1,Sport,5.10a,1,50,34.32235,-85.67426
"Area of Doubt","Unshackled > Little River Canyon > Alabama",https://www.mountainproject.com/route/115433088/area-of-doubt,3.0,-1,Sport,5.13a,1,50,34.32235,-85.67426
"Crazy Fingers","Lizard Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/114342307/crazy-fingers,3.0,-1,Sport,"5.12a PG13",1,,34.3588,-85.67018
"Monkey Tails","Jungle Gym/Grey Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/114978928/monkey-tails,2.8,-1,Sport,5.12b,1,,34.36605,-85.66144
"Ego East","Jungle Gym/Grey Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/112786189/ego-east,2.4,-1,Sport,5.11a,1,,34.36605,-85.66144
"Nurse Ratchet","The Crazy House > Tourist Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/116741023/nurse-ratchet,3.0,-1,Sport,5.12b,1,50,34.36424,-85.65413
"Gel God","Grace Falls > Little River Canyon > Alabama",https://www.mountainproject.com/route/118876349/gel-god,3.0,-1,Sport,5.12a/b,1,70,34.35929,-85.66846
Throw,"Toomsuba > Little River Canyon > Alabama",https://www.mountainproject.com/route/115337387/throw,3.0,-1,Sport,5.11d,1,,34.36498,-85.66092
"Cro Magnon","The Concave > Little River Canyon > Alabama",https://www.mountainproject.com/route/112790252/cro-magnon,3.0,-1,Sport,5.13b,1,70,34.37859,-85.63084
Tarzan,"Jungle Gym/Grey Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/112813393/tarzan,2.7,-1,Sport,5.12b/c,1,55,34.36605,-85.66144
"Word Up","The Concave > Little River Canyon > Alabama",https://www.mountainproject.com/route/118780279/word-up,3.0,-1,Sport,5.13b,1,75,34.37859,-85.63084
"Scorpian Low","The Crazy House > Tourist Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/113829353/scorpian-low,2.8,-1,Sport,5.7,1,70,34.36424,-85.65413
Prodigal,"Toomsuba > Little River Canyon > Alabama",https://www.mountainproject.com/route/118577553/prodigal,3.0,-1,Sport,5.13d,1,70,34.36498,-85.66092
"Dig It","Unknown Wall > Tourist Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/118060587/dig-it,3.0,-1,Sport,5.11c,1,75,34.36398,-85.65563
Millican,"Lynn Overlook > Little River Canyon > Alabama",https://www.mountainproject.com/route/118586579/millican,3.0,-1,Sport,5.9+,1,40,34.38277,-85.62868
"Area Unshackled","Unshackled > Little River Canyon > Alabama",https://www.mountainproject.com/route/118309229/area-unshackled,3.0,-1,Sport,5.13b,1,50,34.32235,-85.67426
"Pod Right","The Concave > Little River Canyon > Alabama",https://www.mountainproject.com/route/118778653/pod-right,3.0,-1,Sport,5.12d,1,50,34.37859,-85.63084
"Slip and Slide","Lynn Overlook > Little River Canyon > Alabama",https://www.mountainproject.com/route/118614879/slip-and-slide,3.0,-1,Trad,5.10d,1,100,34.38277,-85.62868
Thorazine,"The Crazy House > Tourist Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/118803062/thorazine,3.0,-1,Sport,5.11d,1,75,34.36424,-85.65413
Scorpian,"The Crazy House > Tourist Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/113829364/scorpian,3.0,-1,Sport,5.12a,1,75,34.36424,-85.65413
"Slick Willie","Jungle Gym/Grey Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/117115362/slick-willie,3.0,-1,Sport,5.11d,1,60,34.36605,-85.66144
"Good Wood","Unknown Wall > Tourist Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/118183156/good-wood,3.0,-1,Sport,5.11c,1,,34.36398,-85.65563
Breakdown,"Grace Falls > Little River Canyon > Alabama",https://www.mountainproject.com/route/119058978/breakdown,3.0,-1,Sport,5.12a,1,75,34.35929,-85.66846
And,"Wave Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/119691023/and,3.0,-1,Sport,5.12b,1,65,34.36389,-85.66332
Abandon,"The Concave > Little River Canyon > Alabama",https://www.mountainproject.com/route/119904416/abandon,3.0,-1,Sport,5.13b/c,1,60,34.37859,-85.63084
Kin,"Lizard Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/116539956/kin,2.6,-1,Sport,5.11d,1,,34.3588,-85.67018
"Cedar twist","The Crazy House > Tourist Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/116689582/cedar-twist,2.7,-1,Sport,5.10c,1,65,34.36424,-85.65413
"Jesse James","Lizard Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/118645941/jesse-james,2.8,-1,Sport,5.12a,1,70,34.3588,-85.67018
Demented,"The Crazy House > Tourist Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/117768116/demented,2.8,-1,Sport,5.12-,1,50,34.36424,-85.65413
"Grey Streak","Lizard Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/112844580/grey-streak,2.3,-1,Sport,5.11d,1,,34.3588,-85.67018
Bertha,"Lizard Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/116243008/bertha,2.7,-1,Sport,5.12b,1,,34.3588,-85.67018
"Totem Pole","The Concave > Little River Canyon > Alabama",https://www.mountainproject.com/route/113431714/totem-pole,2.4,-1,Sport,5.11c,1,40,34.37859,-85.63084
Asylum,"The Crazy House > Tourist Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/116568126/asylum,2.5,-1,Sport,5.11d,1,50,34.36424,-85.65413
Slo-lo,"Toomsuba > Little River Canyon > Alabama",https://www.mountainproject.com/route/113773209/slo-lo,2.2,-1,Sport,5.11a,1,,34.36498,-85.66092
"Dave's Corner","Rocktoberfest > Tourist Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/112818704/daves-corner,2.2,-1,Sport,5.11b/c,1,,34.36468,-85.65249
"I Don't Have It","Toomsuba > Little River Canyon > Alabama",https://www.mountainproject.com/route/113943953/i-dont-have-it,1.8,-1,Sport,5.10a,1,40,34.36498,-85.66092
"Agent Orange","Lizard Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/116539945/agent-orange,2.5,-1,Sport,5.13a,1,,34.3588,-85.67018
whuuop!,"Toomsuba > Little River Canyon > Alabama",https://www.mountainproject.com/route/113773187/whuuop,2.0,-1,Sport,5.11a,1,,34.36498,-85.66092
"Stella Blue","Lizard Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/114045687/stella-blue,2.1,-1,Sport,5.11b,1,,34.3588,-85.67018
"Hueco Route","Rocktoberfest > Tourist Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/112790096/hueco-route,2.1,-1,Sport,5.12a,1,,34.36468,-85.65249
Clementine,"Lizard Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/115419015/clementine,2.3,-1,Sport,5.12a,1,50,34.3588,-85.67018
"Cedar Poke","Lizard Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/113773151/cedar-poke,1.8,-1,Sport,5.10c,1,,34.3588,-85.67018
"Combat Zone","Toomsuba > Little River Canyon > Alabama",https://www.mountainproject.com/route/113943950/combat-zone,1.8,-1,Sport,5.11a,1,40,34.36498,-85.66092
Placebo,"The Crazy House > Tourist Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/115397184/placebo,2.0,-1,Sport,5.11c,1,50,34.36424,-85.65413
Outpatient,"The Crazy House > Tourist Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/115397151/outpatient,2.0,-1,Sport,5.11d,1,50,34.36424,-85.65413
Courtesy,"Toomsuba > Little River Canyon > Alabama",https://www.mountainproject.com/route/115337431/courtesy,2.0,-1,Sport,5.11d,1,,34.36498,-85.66092
Ripple,"Lizard Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/118795393/ripple,2.0,-1,Sport,5.12a,1,60,34.3588,-85.67018
Isosceles,"Toomsuba > Little River Canyon > Alabama",https://www.mountainproject.com/route/115337475/isosceles,2.0,-1,Sport,5.11c,1,,34.36498,-85.66092
"Dave's Other Corner","Rocktoberfest > Tourist Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/112818698/daves-other-corner,2.0,-1,Sport,5.11b,1,,34.36468,-85.65249
"Two Minute Hate","Toomsuba > Little River Canyon > Alabama",https://www.mountainproject.com/route/115337371/two-minute-hate,2.0,-1,Sport,5.12b/c,1,,34.36498,-85.66092
Pod,"The Concave > Little River Canyon > Alabama",https://www.mountainproject.com/route/118778624/pod,2.0,-1,Sport,5.13a,1,50,34.37859,-85.63084
Reflex,"Toomsuba > Little River Canyon > Alabama",https://www.mountainproject.com/route/115337458/reflex,2.0,-1,Sport,5.12c,1,,34.36498,-85.66092
JDR,"Jungle Gym/Grey Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/117115321/jdr,2.0,-1,Sport,"5.11d PG13",1,60,34.36605,-85.66144
Decay,"Lizard Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/116539939/decay,2.0,-1,Sport,5.12d,1,,34.3588,-85.67018
"Verge of Making Millions","Toomsuba > Little River Canyon > Alabama",https://www.mountainproject.com/route/113943946/verge-of-making-millions,2.0,-1,Sport,5.11b,1,40,34.36498,-85.66092
Magellan,"Lynn Overlook > Little River Canyon > Alabama",https://www.mountainproject.com/route/118608978/magellan,2.0,-1,Sport,5.9+,1,45,34.38277,-85.62868
"Dave and Shep's Wild Ride","Lizard Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/116725172/dave-and-sheps-wild-ride,2.0,-1,Sport,5.11b,1,,34.3588,-85.67018
Carrot,"Lynn Overlook > Little River Canyon > Alabama",https://www.mountainproject.com/route/118639789/carrot,2.0,-1,Sport,5.11b,1,65,34.38277,-85.62868
X,"Grace Falls > Little River Canyon > Alabama",https://www.mountainproject.com/route/114324187/x,2.0,-1,Sport,5.13a,1,35,34.35929,-85.66846
Dogleg,"Grace Falls > Little River Canyon > Alabama",https://www.mountainproject.com/route/115337291/dogleg,2.0,-1,Sport,5.12a,1,,34.35929,-85.66846
Id,"Toomsuba > Little River Canyon > Alabama",https://www.mountainproject.com/route/115337417/id,2.0,-1,Sport,5.12c,1,,34.36498,-85.66092
Dune,"Wave Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/119692360/dune,2.0,-1,Sport,5.11a,1,65,34.36389,-85.66332
"Purple Haze","Rocktoberfest > Tourist Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/119818751/purple-haze,2.0,-1,Sport,5.11c,1,,34.36468,-85.65249
"Lone Wolf aka Redneck Girls in Love","Unshackled > Little River Canyon > Alabama",https://www.mountainproject.com/route/116848095/lone-wolf-aka-redneck-girls-in-love,1.8,-1,Sport,5.11b,1,,34.32235,-85.67426
"Green Tag","Rocktoberfest > Tourist Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/112818694/green-tag,1.5,-1,Sport,5.11c,1,,34.36468,-85.65249
"Watermelon Poptart","The Concave > Little River Canyon > Alabama",https://www.mountainproject.com/route/116700798/watermelon-poptart,1.5,-1,Trad,"5.6 PG13",2,50,34.37859,-85.63084
Shewelltown,"Lizard Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/116725202/shewelltown,1.0,-1,Sport,5.11b,1,,34.3588,-85.67018
Avox,"Lizard Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/116608637/avox,1.0,-1,Sport,5.11d,1,,34.3588,-85.67018
"Lee Trevino","Lizard Wall > Little River Canyon > Alabama",https://www.mountainproject.com/route/117964031/lee-trevino,-1.0,-1,Sport,5.11c,1,,34.3588,-85.67018
