Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
Toxic,"Turtle Rock > Sand Rock > Alabama",https://www.mountainproject.com/route/106136498/toxic,4.0,-1,Sport,5.12d,1,35,34.1804,-85.817
Pebbles,"New Wall (AKA Kurt Russell Block) > Sand Rock > Alabama",https://www.mountainproject.com/route/108009807/pebbles,2.2,-1,Sport,5.10a,1,30,34.18069,-85.81316
Dreamworld,"Sun Wall > Sand Rock > Alabama",https://www.mountainproject.com/route/110686750/dreamworld,3.8,-1,Sport,5.12c/d,1,75,34.18041,-85.81555
"unkown 8","New Wall (AKA Kurt Russell Block) > Sand Rock > Alabama",https://www.mountainproject.com/route/108009733/unkown-8,2.4,-1,Sport,5.10b/c,1,30,34.18069,-85.81316
Rave,"Sun Wall > Sand Rock > Alabama",https://www.mountainproject.com/route/110641236/rave,3.2,-1,Sport,5.12a,1,60,34.18041,-85.81555
"Twinkle Toes","Turtle Rock > Sand Rock > Alabama",https://www.mountainproject.com/route/106136561/twinkle-toes,3.4,-1,Sport,5.11c,1,35,34.1804,-85.817
Groundhog,"New Wall (AKA Kurt Russell Block) > Sand Rock > Alabama",https://www.mountainproject.com/route/108009965/groundhog,2.3,-1,Sport,5.11c,1,35,34.18069,-85.81316
Klingon,"Turtle Rock > Sand Rock > Alabama",https://www.mountainproject.com/route/106302950/klingon,3.4,-1,Sport,5.11d,1,,34.1804,-85.817
R.I.P.,"The Islands > Sand Rock > Alabama",https://www.mountainproject.com/route/107294419/rip,2.7,-1,Sport,5.11a,1,60,34.1792,-85.81933
"Super Grover","Sun Wall > Sand Rock > Alabama",https://www.mountainproject.com/route/106102097/super-grover,2.9,-1,Sport,5.11d,1,50,34.18041,-85.81555
Somethingness,"Sun Wall > Sand Rock > Alabama",https://www.mountainproject.com/route/117996744/somethingness,3.1,-1,Sport,"5.9 PG13",1,50,34.18041,-85.81555
"Pressure Sensitive","Sun Wall > Sand Rock > Alabama",https://www.mountainproject.com/route/106105648/pressure-sensitive,3.0,-1,Sport,5.11c,1,70,34.18041,-85.81555
"Wall of Horns","Sun Wall > Sand Rock > Alabama",https://www.mountainproject.com/route/106795772/wall-of-horns,2.7,-1,TR,"5.10b/c R",1,70,34.18041,-85.81555
"Shut Out!","Jaws Block/West Side Rock > Sand Rock > Alabama",https://www.mountainproject.com/route/105943768/shut-out,2.3,-1,Sport,5.10+,1,45,34.1799,-85.81751
Nothingness,"Sun Wall > Sand Rock > Alabama",https://www.mountainproject.com/route/106136553/nothingness,3.3,-1,Sport,"5.12b/c PG13",1,50,34.18041,-85.81555
"Blinded By Science","Sun Wall > Sand Rock > Alabama",https://www.mountainproject.com/route/116143195/blinded-by-science,3.5,-1,"Trad, TR","5.12a R",1,50,34.18041,-85.81555
Ascension,"Grotto > Sand Rock > Alabama",https://www.mountainproject.com/route/106302991/ascension,2.5,-1,Sport,5.11b/c,1,,34.18027,-85.81621
Sandburger,"The Sandtrap > Sand Rock > Alabama",https://www.mountainproject.com/route/107305261/sandburger,3.0,-1,Trad,5.10-,1,70,34.1804,-85.817
Picnic,"The Hole > Sand Rock > Alabama",https://www.mountainproject.com/route/106853180/picnic,2.6,-1,Sport,5.11b,1,35,34.18035,-85.81478
"Crack a Smile","The Pinnacle > Sand Rock > Alabama",https://www.mountainproject.com/route/105978989/crack-a-smile,2.3,-1,Trad,5.8-,1,80,34.17948,-85.81775
"Toxic Masculinity","Turtle Rock > Sand Rock > Alabama",https://www.mountainproject.com/route/116647759/toxic-masculinity,3.3,-1,Sport,5.12a/b,1,35,34.1804,-85.817
"Tales From the Hard Side","Holiday Block > Sand Rock > Alabama",https://www.mountainproject.com/route/106301622/tales-from-the-hard-side,2.8,-1,Sport,5.11d,1,40,34.17961,-85.8179
"Overhanging Jamcrack","Sun Wall > Sand Rock > Alabama",https://www.mountainproject.com/route/114951268/overhanging-jamcrack,3.2,-1,Trad,5.9+,1,60,34.18041,-85.81555
"Pebble Power","Turtle Rock > Sand Rock > Alabama",https://www.mountainproject.com/route/105927915/pebble-power,2.9,-1,Trad,5.8+,1,70,34.1804,-85.817
"Champagne Jam","Grotto > Sand Rock > Alabama",https://www.mountainproject.com/route/106302969/champagne-jam,3.3,-1,Trad,5.12c/d,1,,34.18027,-85.81621
"Crimps Ahoy","Grotto > Sand Rock > Alabama",https://www.mountainproject.com/route/112165332/crimps-ahoy,3.2,-1,Sport,5.12b,1,35,34.18027,-85.81621
"They Call Me Cruiser","Holiday Block > Sand Rock > Alabama",https://www.mountainproject.com/route/106972156/they-call-me-cruiser,2.8,-1,Trad,5.10b,1,40,34.17961,-85.8179
"Three's Company","Grotto > Sand Rock > Alabama",https://www.mountainproject.com/route/106940970/threes-company,2.4,-1,Sport,5.10c,1,40,34.18027,-85.81621
"How's Your Love Life?","Sun Wall > Sand Rock > Alabama",https://www.mountainproject.com/route/112161319/hows-your-love-life,3.0,-1,"Sport, TR",5.11c,1,40,34.18041,-85.81555
"Thin's Evil Twin","The Islands > Sand Rock > Alabama",https://www.mountainproject.com/route/106635366/thins-evil-twin,2.7,-1,Sport,5.11c,1,30,34.1792,-85.81933
"Cruise This","Holiday Block > Sand Rock > Alabama",https://www.mountainproject.com/route/106136524/cruise-this,2.4,-1,Sport,5.12a,1,38,34.17961,-85.8179
Whammy,"Sun Wall > Sand Rock > Alabama",https://www.mountainproject.com/route/110052460/whammy,3.0,-1,Sport,5.12b,1,70,34.18041,-85.81555
Bocephus,"Sun Wall > Sand Rock > Alabama",https://www.mountainproject.com/route/108164453/bocephus,2.9,-1,Sport,5.11d,1,,34.18041,-85.81555
"Mud Wall","Grotto > Sand Rock > Alabama",https://www.mountainproject.com/route/106302983/mud-wall,2.6,-1,Sport,5.12d,1,,34.18027,-85.81621
"Sand Jocks","The Sandtrap > Sand Rock > Alabama",https://www.mountainproject.com/route/106209512/sand-jocks,3.0,-1,Trad,5.10a,1,80,34.1804,-85.817
Faith,"Turtle Rock > Sand Rock > Alabama",https://www.mountainproject.com/route/105927932/faith,2.4,-1,Trad,5.8,1,80,34.1804,-85.817
"Johnny Five","New Wall (AKA Kurt Russell Block) > Sand Rock > Alabama",https://www.mountainproject.com/route/111694006/johnny-five,2.5,-1,Sport,5.10b,1,35,34.18069,-85.81316
"OSG (Old Safety Guy)","Jaws Block/West Side Rock > Sand Rock > Alabama",https://www.mountainproject.com/route/117855126/osg-old-safety-guy,3.0,-1,"Trad, TR",5.7,1,35,34.1799,-85.81751
"Thin's Bottom Bitch","The Islands > Sand Rock > Alabama",https://www.mountainproject.com/route/107575056/thins-bottom-bitch,1.8,-1,Sport,5.8,1,20,34.1792,-85.81933
"A Little Help From My Friends","Jaws Block/West Side Rock > Sand Rock > Alabama",https://www.mountainproject.com/route/106313913/a-little-help-from-my-friends,2.8,-1,Trad,5.10c/d,1,30,34.1799,-85.81751
Pygmy,"Turtle Rock > Sand Rock > Alabama",https://www.mountainproject.com/route/106136567/pygmy,3.0,-1,Sport,5.12a/b,1,30,34.1804,-85.817
Sloth,"Turtle Rock > Sand Rock > Alabama",https://www.mountainproject.com/route/106302924/sloth,2.8,-1,Sport,5.11c,1,,34.1804,-85.817
Metamorphosis,"Turtle Rock > Sand Rock > Alabama",https://www.mountainproject.com/route/106107677/metamorphosis,2.8,-1,Sport,5.11c/d,1,60,34.1804,-85.817
"Unknown Offwidth","Boy Scout Wall > Sand Rock > Alabama",https://www.mountainproject.com/route/117813076/unknown-offwidth,3.0,-1,"Trad, TR","5.10b/c R",1,30,34.17985,-85.81742
"Pin Chimney Direct","The Pinnacle > Sand Rock > Alabama",https://www.mountainproject.com/route/106063324/pin-chimney-direct,2.7,-1,Trad,5.10b/c,1,,34.17948,-85.81775
"Dream Crusher","Sun Wall > Sand Rock > Alabama",https://www.mountainproject.com/route/110657537/dream-crusher,3.0,-1,Sport,5.12d,1,40,34.18041,-85.81555
Moe,"Sun Wall > Sand Rock > Alabama",https://www.mountainproject.com/route/106722724/moe,2.6,-1,"Trad, TR",5.9+,1,70,34.18041,-85.81555
"Silent Lucidity","Sun Wall > Sand Rock > Alabama",https://www.mountainproject.com/route/107813756/silent-lucidity,2.5,-1,Sport,5.12a,1,,34.18041,-85.81555
"Kitty Litter","Jaws Block/West Side Rock > Sand Rock > Alabama",https://www.mountainproject.com/route/105978858/kitty-litter,2.0,-1,Trad,5.8-,1,60,34.1799,-85.81751
Plush,"Holiday Block > Sand Rock > Alabama",https://www.mountainproject.com/route/105943103/plush,2.5,-1,Sport,5.12a,1,75,34.17961,-85.8179
"Cease Fire","Turtle Rock > Sand Rock > Alabama",https://www.mountainproject.com/route/106104476/cease-fire,3.0,-1,Trad,"5.11b/c R",1,45,34.1804,-85.817
Antidote,"Turtle Rock > Sand Rock > Alabama",https://www.mountainproject.com/route/106119226/antidote,3.0,-1,Sport,5.12b,1,35,34.1804,-85.817
Larry,"Sun Wall > Sand Rock > Alabama",https://www.mountainproject.com/route/106722702/larry,2.7,-1,"Trad, TR",5.8,1,70,34.18041,-85.81555
"Silence Between the Violence","Grotto > Sand Rock > Alabama",https://www.mountainproject.com/route/118127772/silence-between-the-violence,3.0,-1,Sport,5.13d,1,60,34.18027,-85.81621
"Land of Silk and Money","Sun Wall > Sand Rock > Alabama",https://www.mountainproject.com/route/108079200/land-of-silk-and-money,2.7,-1,Sport,5.12a,1,50,34.18041,-85.81555
"Chip Off The Ol' Block","The Basement > Sand Rock > Alabama",https://www.mountainproject.com/route/118805961/chip-off-the-ol-block,3.0,-1,Trad,"5.12+ PG13",1,35,34.1804,-85.817
"sweet home boltabama","The Pinnacle > Sand Rock > Alabama",https://www.mountainproject.com/route/113878151/sweet-home-boltabama,3.0,-1,Trad,5.11a,1,75,34.17948,-85.81775
O.M.I.,"Jaws Block/West Side Rock > Sand Rock > Alabama",https://www.mountainproject.com/route/111216631/omi,3.0,-1,Trad,5.10a,1,40,34.1799,-85.81751
"Little Bastard","The Islands > Sand Rock > Alabama",https://www.mountainproject.com/route/111606811/little-bastard,3.0,-1,Sport,5.12a,1,80,34.1792,-85.81933
"Lip Service","Sun Wall > Sand Rock > Alabama",https://www.mountainproject.com/route/106108717/lip-service,3.0,-1,Sport,5.12b,1,75,34.18041,-85.81555
"Eagle Scout Project","Boy Scout Wall > Sand Rock > Alabama",https://www.mountainproject.com/route/116831836/eagle-scout-project,2.7,-1,"Trad, TR",5.7,1,35,34.17985,-85.81742
Geraldine,"Sun Wall > Sand Rock > Alabama",https://www.mountainproject.com/route/116620678/geraldine,2.8,-1,Sport,5.11b/c,1,80,34.18041,-85.81555
"Mark's Menace","Holiday Block > Sand Rock > Alabama",https://www.mountainproject.com/route/106101149/marks-menace,2.3,-1,Trad,5.8+,1,60,34.17961,-85.8179
"First Black in Space","Sun Wall > Sand Rock > Alabama",https://www.mountainproject.com/route/112812654/first-black-in-space,2.6,-1,"Trad, TR",5.8+,1,50,34.18041,-85.81555
"Climbing Merit Badge","Boy Scout Wall > Sand Rock > Alabama",https://www.mountainproject.com/route/116831757/climbing-merit-badge,2.5,-1,"Trad, TR",5.6,1,35,34.17985,-85.81742
"Valentine's Day Massacre","Grotto > Sand Rock > Alabama",https://www.mountainproject.com/route/110429418/valentines-day-massacre,2.5,-1,Sport,5.13a,1,30,34.18027,-85.81621
"Bird in Hand","Holiday Block > Sand Rock > Alabama",https://www.mountainproject.com/route/112907812/bird-in-hand,2.4,-1,Trad,5.8,1,70,34.17961,-85.8179
Neckerchief?,"Boy Scout Wall > Sand Rock > Alabama",https://www.mountainproject.com/route/116831965/neckerchief,2.7,-1,"Trad, TR","5.8 PG13",1,35,34.17985,-85.81742
"Fever Pitch","Grotto > Sand Rock > Alabama",https://www.mountainproject.com/route/116206969/fever-pitch,2.7,-1,Trad,5.8,1,30,34.18027,-85.81621
"Flies in the Vaseline","The Islands > Sand Rock > Alabama",https://www.mountainproject.com/route/111607029/flies-in-the-vaseline,2.7,-1,Sport,5.11a/b,1,,34.1792,-85.81933
"Bull Ant (Champagne Jam Direct Start)","Grotto > Sand Rock > Alabama",https://www.mountainproject.com/route/106302974/bull-ant-champagne-jam-direct-start,2.7,-1,Trad,5.11c/d,1,,34.18027,-85.81621
Fierce,"Grotto > Sand Rock > Alabama",https://www.mountainproject.com/route/106302987/fierce,2.7,-1,Sport,5.12c/d,1,,34.18027,-85.81621
"Sandburger Platter","The Sandtrap > Sand Rock > Alabama",https://www.mountainproject.com/route/107305267/sandburger-platter,2.7,-1,Trad,5.10,1,75,34.1804,-85.817
"Harvest Moon","The Sandtrap > Sand Rock > Alabama",https://www.mountainproject.com/route/106231768/harvest-moon,2.7,-1,Trad,5.10c/d,1,65,34.1804,-85.817
"Chimney Approach","Holiday Block > Sand Rock > Alabama",https://www.mountainproject.com/route/107575104/chimney-approach,2.0,-1,Trad,5.5,1,40,34.17961,-85.8179
Conglomernaut,"Turtle Rock > Sand Rock > Alabama",https://www.mountainproject.com/route/106108015/conglomernaut,2.5,-1,Trad,5.10b/c,1,70,34.1804,-85.817
"Thin's Daddy","The Islands > Sand Rock > Alabama",https://www.mountainproject.com/route/106635362/thins-daddy,2.4,-1,Sport,5.12b,1,30,34.1792,-85.81933
Slug,"Sun Wall > Sand Rock > Alabama",https://www.mountainproject.com/route/108365742/slug,2.5,-1,Trad,5.7,1,70,34.18041,-85.81555
"Fake Plastic Trees","The Islands > Sand Rock > Alabama",https://www.mountainproject.com/route/106939805/fake-plastic-trees,2.2,-1,Sport,5.11c,1,60,34.1792,-85.81933
"Access Denied","Turtle Rock > Sand Rock > Alabama",https://www.mountainproject.com/route/106302929/access-denied,2.5,-1,Sport,5.12b,1,,34.1804,-85.817
"Burly Girls","Sun Wall > Sand Rock > Alabama",https://www.mountainproject.com/route/105927906/burly-girls,2.1,-1,Trad,5.7,1,70,34.18041,-85.81555
Launchitude,"Holiday Block > Sand Rock > Alabama",https://www.mountainproject.com/route/111838031/launchitude,2.4,-1,Trad,5.9,1,60,34.17961,-85.8179
"The Prestige","The Pinnacle > Sand Rock > Alabama",https://www.mountainproject.com/route/114782594/the-prestige,2.3,-1,Sport,5.9+,1,45,34.17948,-85.81775
"First Beginning","Fireplace Rock > Sand Rock > Alabama",https://www.mountainproject.com/route/106940778/first-beginning,1.7,-1,"Sport, Boulder","5.7 V0",1,35,34.1804,-85.817
"unknown 1","Sun Wall > Sand Rock > Alabama",https://www.mountainproject.com/route/108590562/unknown-1,2.4,-1,Trad,5.8+,1,75,34.18041,-85.81555
"Logan's Walk","The Pinnacle > Sand Rock > Alabama",https://www.mountainproject.com/route/114520218/logans-walk,2.5,-1,Trad,5.8,1,50,34.17948,-85.81775
"Lazy Anna","Turtle Rock > Sand Rock > Alabama",https://www.mountainproject.com/route/116087529/lazy-anna,2.5,-1,Sport,5.11c,1,40,34.1804,-85.817
Glasstic,"Sun Wall > Sand Rock > Alabama",https://www.mountainproject.com/route/106011935/glasstic,2.5,-1,Trad,5.10b/c,1,60,34.18041,-85.81555
Spooky,"Turtle Rock > Sand Rock > Alabama",https://www.mountainproject.com/route/106302915/spooky,2.5,-1,Sport,5.11d,1,,34.1804,-85.817
Tagalongs,"Boy Scout Wall > Sand Rock > Alabama",https://www.mountainproject.com/route/116831493/tagalongs,2.1,-1,"Trad, TR",5.7+,1,35,34.17985,-85.81742
"Ale 81","Sun Wall > Sand Rock > Alabama",https://www.mountainproject.com/route/106098895/ale-81,1.8,-1,Sport,5.10c,1,60,34.18041,-85.81555
Diane,"The Pinnacle > Sand Rock > Alabama",https://www.mountainproject.com/route/106102067/diane,2.3,-1,Sport,5.12a,1,50,34.17948,-85.81775
"Hey Y'all -- Watch This!","Sun Wall > Sand Rock > Alabama",https://www.mountainproject.com/route/106795793/hey-yall-watch-this,2.3,-1,Trad,5.8,1,70,34.18041,-85.81555
"Pop Tarts","Sun Wall > Sand Rock > Alabama",https://www.mountainproject.com/route/107207914/pop-tarts,2.3,-1,Trad,5.8,1,40,34.18041,-85.81555
Sandrewf,"Holiday Block > Sand Rock > Alabama",https://www.mountainproject.com/route/110657393/sandrewf,2.3,-1,Trad,"5.12b/c PG13",1,50,34.17961,-85.8179
"Alternate Start","The Pinnacle > Sand Rock > Alabama",https://www.mountainproject.com/route/106302956/alternate-start,2.0,-1,Trad,5.9,1,80,34.17948,-85.81775
"Valdez, The","The Pinnacle > Sand Rock > Alabama",https://www.mountainproject.com/route/106101181/valdez-the,2.0,-1,Trad,5.10c,1,60,34.17948,-85.81775
"Logan's Run","The Pinnacle > Sand Rock > Alabama",https://www.mountainproject.com/route/105961938/logans-run,2.0,-1,Trad,5.10b,1,70,34.17948,-85.81775
"Uphill Battle","New Wall (AKA Kurt Russell Block) > Sand Rock > Alabama",https://www.mountainproject.com/route/116138841/uphill-battle,1.9,-1,Sport,5.5,1,25,34.18069,-85.81316
Unknown,"Sun Wall > Sand Rock > Alabama",https://www.mountainproject.com/route/118029517/unknown,2.0,-1,"Sport, TR",5.9,1,40,34.18041,-85.81555
Curly,"Sun Wall > Sand Rock > Alabama",https://www.mountainproject.com/route/106722744/curly,2.0,-1,"Trad, TR",5.8,1,70,34.18041,-85.81555
"Green Gully","The Pinnacle > Sand Rock > Alabama",https://www.mountainproject.com/route/106048882/green-gully,1.9,-1,Trad,5.10b/c,1,75,34.17948,-85.81775
"Nick of Time","Sun Wall > Sand Rock > Alabama",https://www.mountainproject.com/route/105969886/nick-of-time,2.0,-1,Sport,"5.11b/c R",1,50,34.18041,-85.81555
"Neckerchief? Traverse","Boy Scout Wall > Sand Rock > Alabama",https://www.mountainproject.com/route/116832084/neckerchief-traverse,2.0,-1,"Trad, TR",5.6,1,35,34.17985,-85.81742
Hacienda,"Sun Wall > Sand Rock > Alabama",https://www.mountainproject.com/route/114328332/hacienda,2.0,-1,Sport,5.12a,1,70,34.18041,-85.81555
Wilma,"The Flintstone > Sand Rock > Alabama",https://www.mountainproject.com/route/105956444/wilma,2.0,-1,Trad,5.10b/c,1,60,34.17889,-85.81983
V-Neck,"The Sandtrap > Sand Rock > Alabama",https://www.mountainproject.com/route/106231764/v-neck,2.0,-1,Trad,5.9+,1,70,34.1804,-85.817
"Autumn Regatta","Sun Wall > Sand Rock > Alabama",https://www.mountainproject.com/route/116741596/autumn-regatta,2.0,-1,Trad,5.10c/d,1,80,34.18041,-85.81555
"Liquid Spirit","Sun Wall > Sand Rock > Alabama",https://www.mountainproject.com/route/105930667/liquid-spirit,2.0,-1,Sport,5.12b,1,,34.18041,-85.81555
Hairbrained,"The Pinnacle > Sand Rock > Alabama",https://www.mountainproject.com/route/107906006/hairbrained,2.0,-1,Trad,5.10,1,100,34.17948,-85.81775
"Shallow Stemming Corner","Turtle Rock > Sand Rock > Alabama",https://www.mountainproject.com/route/106104465/shallow-stemming-corner,2.0,-1,Trad,"5.8 PG13",1,40,34.1804,-85.817
"Danger Noodles","Boy Scout Wall > Sand Rock > Alabama",https://www.mountainproject.com/route/118579310/danger-noodles,2.0,-1,Trad,5.7+,1,,34.17985,-85.81742
"Changing Landscapes","Sun Wall > Sand Rock > Alabama",https://www.mountainproject.com/route/116620728/changing-landscapes,2.0,-1,Sport,5.11d,1,100,34.18041,-85.81555
Rant,"Sun Wall > Sand Rock > Alabama",https://www.mountainproject.com/route/110657379/rant,2.0,-1,Sport,5.13a,1,60,34.18041,-85.81555
"Abandoned Ship","Sun Wall > Sand Rock > Alabama",https://www.mountainproject.com/route/106319216/abandoned-ship,2.0,-1,Sport,5.12d,1,35,34.18041,-85.81555
"Crucified By Love","Grotto > Sand Rock > Alabama",https://www.mountainproject.com/route/106302996/crucified-by-love,2.0,-1,Sport,5.13a,1,,34.18027,-85.81621
"Pretty Vacant","Sun Wall > Sand Rock > Alabama",https://www.mountainproject.com/route/107815101/pretty-vacant,2.0,-1,Sport,5.12b/c,1,,34.18041,-85.81555
"Unknown 2","Sun Wall > Sand Rock > Alabama",https://www.mountainproject.com/route/108657519/unknown-2,2.0,-1,Trad,5.9+,1,75,34.18041,-85.81555
Fred,"The Flintstone > Sand Rock > Alabama",https://www.mountainproject.com/route/105956451/fred,2.0,-1,Trad,5.10b/c,1,60,34.17889,-85.81983
"Fuzzy Logic","The Basement > Sand Rock > Alabama",https://www.mountainproject.com/route/106108726/fuzzy-logic,2.0,-1,Sport,5.12a,1,40,34.1804,-85.817
"Turtles Tail","Turtle Rock > Sand Rock > Alabama",https://www.mountainproject.com/route/106302903/turtles-tail,2.0,-1,Trad,5.11c/d,1,,34.1804,-85.817
"Turtle Soup","Turtle Rock > Sand Rock > Alabama",https://www.mountainproject.com/route/106302907/turtle-soup,2.0,-1,Trad,5.11b/c,1,,34.1804,-85.817
"Magical Branding Iron","The Pinnacle > Sand Rock > Alabama",https://www.mountainproject.com/route/106447880/magical-branding-iron,1.5,-1,Trad,5.8,1,80,34.17948,-85.81775
Escalator,"New Wall (AKA Kurt Russell Block) > Sand Rock > Alabama",https://www.mountainproject.com/route/116138845/escalator,1.4,-1,Sport,5.4,1,25,34.18069,-85.81316
"Snuff the Rooster","The Islands > Sand Rock > Alabama",https://www.mountainproject.com/route/108084483/snuff-the-rooster,1.5,-1,Sport,"5.10d PG13",1,90,34.1792,-85.81933
"Steel Sky","Sun Wall > Sand Rock > Alabama",https://www.mountainproject.com/route/116708802/steel-sky,1.5,-1,Sport,5.12a/b,1,,34.18041,-85.81555
